PassengerId,Name,Sex,Age,Survived,Pclass,Ticket,Fare,Surname,Apellidos,Title
562,"Sivic, Mr. Husein",1,40.0,0,3,349251,7.8958,Sivic,1,2
563,"Norman, Mr. Robert Douglas",1,28.0,0,2,218629,13.5,Norman,1,2
564,"Simmons, Mr. John",1,29.69911764705882,0,3,SOTON/OQ 392082,8.05,Simmons,1,2
565,"Meanwell, Miss. (Marion Ogden)",0,29.69911764705882,0,3,SOTON/O.Q. 392087,8.05,Meanwell,1,1
566,"Davies, Mr. Alfred J",1,24.0,0,3,A/4 48871,24.15,Davies,3,2
567,"Stoytcheff, Mr. Ilia",1,19.0,0,3,349205,7.8958,Stoytcheff,1,2
568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",0,29.0,0,3,349909,21.075,Palsson,3,3
569,"Doharr, Mr. Tannous",1,29.69911764705882,0,3,2686,7.2292,Doharr,1,2
570,"Jonsson, Mr. Carl",1,32.0,1,3,350417,7.8542,Jonsson,1,2
571,"Harris, Mr. George",1,62.0,1,2,S.W./PP 752,10.5,Harris,3,2
572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",0,53.0,1,1,11769,51.4792,Appleton,1,3
573,"Flynn, Mr. John Irwin (""Irving"")",1,36.0,1,1,PC 17474,26.3875,Flynn,3,2
574,"Kelly, Miss. Mary",0,29.69911764705882,1,3,14312,7.75,Kelly,3,1
575,"Rush, Mr. Alfred George John",1,16.0,0,3,A/4. 20589,8.05,Rush,1,2
576,"Patchett, Mr. George",1,19.0,0,3,358585,14.5,Patchett,1,2
577,"Garside, Miss. Ethel",0,34.0,1,2,243880,13.0,Garside,1,1
578,"Silvey, Mrs. William Baird (Alice Munger)",0,39.0,1,1,13507,55.9,Silvey,2,3
579,"Caram, Mrs. Joseph (Maria Elias)",0,29.69911764705882,0,3,2689,14.4583,Caram,1,3
580,"Jussila, Mr. Eiriik",1,32.0,1,3,STON/O 2. 3101286,7.925,Jussila,3,2
581,"Christy, Miss. Julie Rachel",0,25.0,1,2,237789,30.0,Christy,1,1
582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",0,39.0,1,1,17421,110.8833,Thayer,3,3
583,"Downton, Mr. William James",1,54.0,0,2,28403,26.0,Downton,1,2
584,"Ross, Mr. John Hugo",1,36.0,0,1,13049,40.125,Ross,1,2
585,"Paulner, Mr. Uscher",1,29.69911764705882,0,3,3411,8.7125,Paulner,1,2
586,"Taussig, Miss. Ruth",0,18.0,1,1,110413,79.65,Taussig,3,1
587,"Jarvis, Mr. John Denzil",1,47.0,0,2,237565,15.0,Jarvis,1,2
588,"Frolicher-Stehli, Mr. Maxmillian",1,60.0,1,1,13567,79.2,Frolicher-Stehli,1,2
589,"Gilinski, Mr. Eliezer",1,22.0,0,3,14973,8.05,Gilinski,1,2
590,"Murdlin, Mr. Joseph",1,29.69911764705882,0,3,A./5. 3235,8.05,Murdlin,1,2
591,"Rintamaki, Mr. Matti",1,35.0,0,3,STON/O 2. 3101273,7.125,Rintamaki,1,2
592,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",0,52.0,1,1,36947,78.2667,Stephenson,1,3
593,"Elsbury, Mr. William James",1,47.0,0,3,A/5 3902,7.25,Elsbury,1,2
594,"Bourke, Miss. Mary",0,29.69911764705882,0,3,364848,7.75,Bourke,3,1
595,"Chapman, Mr. John Henry",1,37.0,0,2,SC/AH 29037,26.0,Chapman,2,2
596,"Van Impe, Mr. Jean Baptiste",1,36.0,0,3,345773,24.15,Van Impe,3,2
597,"Leitch, Miss. Jessie Wills",0,29.69911764705882,1,2,248727,33.0,Leitch,1,1
598,"Johnson, Mr. Alfred",1,49.0,0,3,LINE,0.0,Johnson,3,2
599,"Boulos, Mr. Hanna",1,29.69911764705882,0,3,2664,7.225,Boulos,3,2
600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",1,49.0,1,1,PC 17485,56.9292,Duff Gordon,2,4
601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",0,24.0,1,2,243847,27.0,Jacobsohn,2,3
602,"Slabenoff, Mr. Petco",1,29.69911764705882,0,3,349214,7.8958,Slabenoff,1,2
603,"Harrington, Mr. Charles H",1,29.69911764705882,0,1,113796,42.4,Harrington,1,2
604,"Torber, Mr. Ernst William",1,44.0,0,3,364511,8.05,Torber,1,2
605,"Homer, Mr. Harry (""Mr E Haven"")",1,35.0,1,1,111426,26.55,Homer,1,2
606,"Lindell, Mr. Edvard Bengtsson",1,36.0,0,3,349910,15.55,Lindell,1,2
607,"Karaic, Mr. Milan",1,30.0,0,3,349246,7.8958,Karaic,1,2
608,"Daniel, Mr. Robert Williams",1,27.0,1,1,113804,30.5,Daniel,1,2
609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",0,22.0,1,2,SC/Paris 2123,41.5792,Laroche,3,3
610,"Shutes, Miss. Elizabeth W",0,40.0,1,1,PC 17582,153.4625,Shutes,1,1
611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",0,39.0,0,3,347082,31.275,Andersson,3,3
612,"Jardin, Mr. Jose Neto",1,29.69911764705882,0,3,SOTON/O.Q. 3101305,7.05,Jardin,1,2
613,"Murphy, Miss. Margaret Jane",0,29.69911764705882,1,3,367230,15.5,Murphy,2,1
614,"Horgan, Mr. John",1,29.69911764705882,0,3,370377,7.75,Horgan,1,2
615,"Brocklebank, Mr. William Alfred",1,35.0,0,3,364512,8.05,Brocklebank,1,2
616,"Herman, Miss. Alice",0,24.0,1,2,220845,65.0,Herman,2,1
617,"Danbom, Mr. Ernst Gilbert",1,34.0,0,3,347080,14.4,Danbom,2,2
618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",0,26.0,0,3,A/5. 3336,16.1,Lobb,2,3
619,"Becker, Miss. Marion Louise",0,4.0,1,2,230136,39.0,Becker,2,1
620,"Gavey, Mr. Lawrence",1,26.0,0,2,31028,10.5,Gavey,1,2
621,"Yasbeck, Mr. Antoni",1,27.0,0,3,2659,14.4542,Yasbeck,2,2
622,"Kimball, Mr. Edwin Nelson Jr",1,42.0,1,1,11753,52.5542,Kimball,1,2
623,"Nakid, Mr. Sahid",1,20.0,1,3,2653,15.7417,Nakid,2,2
624,"Hansen, Mr. Henry Damsgaard",1,21.0,0,3,350029,7.8542,Hansen,3,2
625,"Bowen, Mr. David John ""Dai""",1,21.0,0,3,54636,16.1,Bowen,1,2
626,"Sutton, Mr. Frederick",1,61.0,0,1,36963,32.3208,Sutton,1,2
627,"Kirkland, Rev. Charles Leonard",1,57.0,0,2,219533,12.35,Kirkland,1,4
628,"Longley, Miss. Gretchen Fiske",0,21.0,1,1,13502,77.9583,Longley,1,1
629,"Bostandyeff, Mr. Guentcho",1,26.0,0,3,349224,7.8958,Bostandyeff,1,2
630,"O'Connell, Mr. Patrick D",1,29.69911764705882,0,3,334912,7.7333,O'Connell,1,2
631,"Barkworth, Mr. Algernon Henry Wilson",1,80.0,1,1,27042,30.0,Barkworth,1,2
632,"Lundahl, Mr. Johan Svensson",1,51.0,0,3,347743,7.0542,Lundahl,1,2
633,"Stahelin-Maeglin, Dr. Max",1,32.0,1,1,13214,30.5,Stahelin-Maeglin,1,4
634,"Parr, Mr. William Henry Marsh",1,29.69911764705882,0,1,112052,0.0,Parr,1,2
635,"Skoog, Miss. Mabel",0,9.0,0,3,347088,27.9,Skoog,3,1
636,"Davis, Miss. Mary",0,28.0,1,2,237668,13.0,Davis,1,1
637,"Leinonen, Mr. Antti Gustaf",1,32.0,0,3,STON/O 2. 3101292,7.925,Leinonen,1,2
638,"Collyer, Mr. Harvey",1,31.0,0,2,C.A. 31921,26.25,Collyer,3,2
639,"Panula, Mrs. Juha (Maria Emilia Ojala)",0,41.0,0,3,3101295,39.6875,Panula,3,3
640,"Thorneycroft, Mr. Percival",1,29.69911764705882,0,3,376564,16.1,Thorneycroft,2,2
641,"Jensen, Mr. Hans Peder",1,20.0,0,3,350050,7.8542,Jensen,3,2
642,"Sagesser, Mlle. Emma",0,24.0,1,1,PC 17477,69.3,Sagesser,1,4
643,"Skoog, Miss. Margit Elizabeth",0,2.0,0,3,347088,27.9,Skoog,3,1
644,"Foo, Mr. Choong",1,29.69911764705882,1,3,1601,56.4958,Foo,1,2
645,"Baclini, Miss. Eugenie",0,0.75,1,3,2666,19.2583,Baclini,3,1
646,"Harper, Mr. Henry Sleeper",1,48.0,1,1,PC 17572,76.7292,Harper,3,2
647,"Cor, Mr. Liudevit",1,19.0,0,3,349231,7.8958,Cor,1,2
648,"Simonius-Blumer, Col. Oberst Alfons",1,56.0,1,1,13213,35.5,Simonius-Blumer,1,4
649,"Willey, Mr. Edward",1,29.69911764705882,0,3,S.O./P.P. 751,7.55,Willey,1,2
650,"Stanley, Miss. Amy Zillah Elsie",0,23.0,1,3,CA. 2314,7.55,Stanley,2,1
651,"Mitkoff, Mr. Mito",1,29.69911764705882,0,3,349221,7.8958,Mitkoff,1,2
652,"Doling, Miss. Elsie",0,18.0,1,2,231919,23.0,Doling,2,1
653,"Kalvik, Mr. Johannes Halvorsen",1,21.0,0,3,8475,8.4333,Kalvik,1,2
654,"O'Leary, Miss. Hanora ""Norah""",0,29.69911764705882,1,3,330919,7.8292,O'Leary,1,1
655,"Hegarty, Miss. Hanora ""Nora""",0,18.0,0,3,365226,6.75,Hegarty,1,1
656,"Hickman, Mr. Leonard Mark",1,24.0,0,2,S.O.C. 14879,73.5,Hickman,3,2
657,"Radeff, Mr. Alexander",1,29.69911764705882,0,3,349223,7.8958,Radeff,1,2
658,"Bourke, Mrs. John (Catherine)",0,32.0,0,3,364849,15.5,Bourke,3,3
659,"Eitemiller, Mr. George Floyd",1,23.0,0,2,29751,13.0,Eitemiller,1,2
660,"Newell, Mr. Arthur Webster",1,58.0,0,1,35273,113.275,Newell,3,2
661,"Frauenthal, Dr. Henry William",1,50.0,1,1,PC 17611,133.65,Frauenthal,2,4
662,"Badt, Mr. Mohamed",1,40.0,0,3,2623,7.225,Badt,1,2
663,"Colley, Mr. Edward Pomeroy",1,47.0,0,1,5727,25.5875,Colley,1,2
664,"Coleff, Mr. Peju",1,36.0,0,3,349210,7.4958,Coleff,2,2
665,"Lindqvist, Mr. Eino William",1,20.0,1,3,STON/O 2. 3101285,7.925,Lindqvist,1,2
666,"Hickman, Mr. Lewis",1,32.0,0,2,S.O.C. 14879,73.5,Hickman,3,2
667,"Butler, Mr. Reginald Fenton",1,25.0,0,2,234686,13.0,Butler,1,2
668,"Rommetvedt, Mr. Knud Paust",1,29.69911764705882,0,3,312993,7.775,Rommetvedt,1,2
669,"Cook, Mr. Jacob",1,43.0,0,3,A/5 3536,8.05,Cook,1,2
670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",0,29.69911764705882,1,1,19996,52.0,Taylor,2,3
671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",0,40.0,1,2,29750,39.0,Brown,3,3
672,"Davidson, Mr. Thornton",1,31.0,0,1,F.C. 12750,52.0,Davidson,1,2
673,"Mitchell, Mr. Henry Michael",1,70.0,0,2,C.A. 24580,10.5,Mitchell,1,2
674,"Wilhelms, Mr. Charles",1,31.0,1,2,244270,13.0,Wilhelms,1,2
675,"Watson, Mr. Ennis Hastings",1,29.69911764705882,0,2,239856,0.0,Watson,1,2
676,"Edvardsson, Mr. Gustaf Hjalmar",1,18.0,0,3,349912,7.775,Edvardsson,1,2
677,"Sawyer, Mr. Frederick Charles",1,24.5,0,3,342826,8.05,Sawyer,1,2
678,"Turja, Miss. Anna Sofia",0,18.0,1,3,4138,9.8417,Turja,1,1
679,"Goodwin, Mrs. Frederick (Augusta Tyler)",0,43.0,0,3,CA 2144,46.9,Goodwin,3,3
680,"Cardeza, Mr. Thomas Drake Martinez",1,36.0,1,1,PC 17755,512.3292,Cardeza,1,2
681,"Peters, Miss. Katie",0,29.69911764705882,0,3,330935,8.1375,Peters,1,1
682,"Hassab, Mr. Hammad",1,27.0,1,1,PC 17572,76.7292,Hassab,1,2
683,"Olsvigen, Mr. Thor Anderson",1,20.0,0,3,6563,9.225,Olsvigen,1,2
684,"Goodwin, Mr. Charles Edward",1,14.0,0,3,CA 2144,46.9,Goodwin,3,2
685,"Brown, Mr. Thomas William Solomon",1,60.0,0,2,29750,39.0,Brown,3,2
686,"Laroche, Mr. Joseph Philippe Lemercier",1,25.0,0,2,SC/Paris 2123,41.5792,Laroche,3,2
687,"Panula, Mr. Jaako Arnold",1,14.0,0,3,3101295,39.6875,Panula,3,2
688,"Dakic, Mr. Branko",1,19.0,0,3,349228,10.1708,Dakic,1,2
689,"Fischer, Mr. Eberhard Thelander",1,18.0,0,3,350036,7.7958,Fischer,1,2
690,"Madill, Miss. Georgette Alexandra",0,15.0,1,1,24160,211.3375,Madill,1,1
691,"Dick, Mr. Albert Adrian",1,31.0,1,1,17474,57.0,Dick,2,2
692,"Karun, Miss. Manca",0,4.0,1,3,349256,13.4167,Karun,1,1
693,"Lam, Mr. Ali",1,29.69911764705882,1,3,1601,56.4958,Lam,2,2
694,"Saad, Mr. Khalil",1,25.0,0,3,2672,7.225,Saad,2,2
695,"Weir, Col. John",1,60.0,0,1,113800,26.55,Weir,1,4
696,"Chapman, Mr. Charles Henry",1,52.0,0,2,248731,13.5,Chapman,2,2
697,"Kelly, Mr. James",1,44.0,0,3,363592,8.05,Kelly,3,2
698,"Mullens, Miss. Katherine ""Katie""",0,29.69911764705882,1,3,35852,7.7333,Mullens,1,1
699,"Thayer, Mr. John Borland",1,49.0,0,1,17421,110.8833,Thayer,3,2
700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",1,42.0,0,3,348121,7.65,Humblen,1,2
701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",0,18.0,1,1,PC 17757,227.525,Astor,1,3
702,"Silverthorne, Mr. Spencer Victor",1,35.0,1,1,PC 17475,26.2875,Silverthorne,1,2
703,"Barbara, Miss. Saiide",0,18.0,0,3,2691,14.4542,Barbara,2,1
704,"Gallagher, Mr. Martin",1,25.0,0,3,36864,7.7417,Gallagher,1,2
705,"Hansen, Mr. Henrik Juul",1,26.0,0,3,350025,7.8542,Hansen,3,2
706,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",1,39.0,0,2,250655,26.0,Morley,2,2
707,"Kelly, Mrs. Florence ""Fannie""",0,45.0,1,2,223596,13.5,Kelly,3,3
708,"Calderhead, Mr. Edward Pennington",1,42.0,1,1,PC 17476,26.2875,Calderhead,1,2
709,"Cleaver, Miss. Alice",0,22.0,1,1,113781,151.55,Cleaver,1,1
710,"Moubarek, Master. Halim Gonios (""William George"")",1,29.69911764705882,1,3,2661,15.2458,Moubarek,2,0
711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",0,24.0,1,1,PC 17482,49.5042,Mayne,1,4
712,"Klaber, Mr. Herman",1,29.69911764705882,0,1,113028,26.55,Klaber,1,2
713,"Taylor, Mr. Elmer Zebley",1,48.0,1,1,19996,52.0,Taylor,2,2
714,"Larsson, Mr. August Viktor",1,29.0,0,3,7545,9.4833,Larsson,2,2
715,"Greenberg, Mr. Samuel",1,52.0,0,2,250647,13.0,Greenberg,1,2
716,"Soholt, Mr. Peter Andreas Lauritz Andersen",1,19.0,0,3,348124,7.65,Soholt,1,2
717,"Endres, Miss. Caroline Louise",0,38.0,1,1,PC 17757,227.525,Endres,1,1
718,"Troutt, Miss. Edwina Celia ""Winnie""",0,27.0,1,2,34218,10.5,Troutt,1,1
719,"McEvoy, Mr. Michael",1,29.69911764705882,0,3,36568,15.5,McEvoy,1,2
720,"Johnson, Mr. Malkolm Joackim",1,33.0,0,3,347062,7.775,Johnson,3,2
721,"Harper, Miss. Annie Jessie ""Nina""",0,6.0,1,2,248727,33.0,Harper,3,1
722,"Jensen, Mr. Svend Lauritz",1,17.0,0,3,350048,7.0542,Jensen,3,2
723,"Gillespie, Mr. William Henry",1,34.0,0,2,12233,13.0,Gillespie,1,2
724,"Hodges, Mr. Henry Price",1,50.0,0,2,250643,13.0,Hodges,1,2
725,"Chambers, Mr. Norman Campbell",1,27.0,1,1,113806,53.1,Chambers,2,2
726,"Oreskovic, Mr. Luka",1,20.0,0,3,315094,8.6625,Oreskovic,2,2
727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",0,30.0,1,2,31027,21.0,Renouf,2,3
728,"Mannion, Miss. Margareth",0,29.69911764705882,1,3,36866,7.7375,Mannion,1,1
729,"Bryhl, Mr. Kurt Arnold Gottfrid",1,25.0,0,2,236853,26.0,Bryhl,1,2
730,"Ilmakangas, Miss. Pieta Sofia",0,25.0,0,3,STON/O2. 3101271,7.925,Ilmakangas,1,1
731,"Allen, Miss. Elisabeth Walton",0,29.0,1,1,24160,211.3375,Allen,2,1
732,"Hassan, Mr. Houssein G N",1,11.0,0,3,2699,18.7875,Hassan,1,2
733,"Knight, Mr. Robert J",1,29.69911764705882,0,2,239855,0.0,Knight,1,2
734,"Berriman, Mr. William John",1,23.0,0,2,28425,13.0,Berriman,1,2
735,"Troupiansky, Mr. Moses Aaron",1,23.0,0,2,233639,13.0,Troupiansky,1,2
736,"Williams, Mr. Leslie",1,28.5,0,3,54636,16.1,Williams,3,2
737,"Ford, Mrs. Edward (Margaret Ann Watson)",0,48.0,0,3,W./C. 6608,34.375,Ford,3,3
738,"Lesurer, Mr. Gustave J",1,35.0,1,1,PC 17755,512.3292,Lesurer,1,2
739,"Ivanoff, Mr. Kanio",1,29.69911764705882,0,3,349201,7.8958,Ivanoff,1,2
740,"Nankoff, Mr. Minko",1,29.69911764705882,0,3,349218,7.8958,Nankoff,1,2
741,"Hawksford, Mr. Walter James",1,29.69911764705882,1,1,16988,30.0,Hawksford,1,2
742,"Cavendish, Mr. Tyrell William",1,36.0,0,1,19877,78.85,Cavendish,1,2
743,"Ryerson, Miss. Susan Parker ""Suzette""",0,21.0,1,1,PC 17608,262.375,Ryerson,2,1
744,"McNamee, Mr. Neal",1,24.0,0,3,376566,16.1,McNamee,1,2
745,"Stranden, Mr. Juho",1,31.0,1,3,STON/O 2. 3101288,7.925,Stranden,1,2
746,"Crosby, Capt. Edward Gifford",1,70.0,0,1,WE/P 5735,71.0,Crosby,2,4
747,"Abbott, Mr. Rossmore Edward",1,16.0,0,3,C.A. 2673,20.25,Abbott,2,2
748,"Sinkkonen, Miss. Anna",0,30.0,1,2,250648,13.0,Sinkkonen,1,1
749,"Marvin, Mr. Daniel Warner",1,19.0,0,1,113773,53.1,Marvin,1,2
750,"Connaghton, Mr. Michael",1,31.0,0,3,335097,7.75,Connaghton,1,2
751,"Wells, Miss. Joan",0,4.0,1,2,29103,23.0,Wells,1,1
752,"Moor, Master. Meier",1,6.0,1,3,392096,12.475,Moor,2,0
753,"Vande Velde, Mr. Johannes Joseph",1,33.0,0,3,345780,9.5,Vande Velde,1,2
754,"Jonkoff, Mr. Lalio",1,23.0,0,3,349204,7.8958,Jonkoff,1,2
755,"Herman, Mrs. Samuel (Jane Laver)",0,48.0,1,2,220845,65.0,Herman,2,3
756,"Hamalainen, Master. Viljo",1,0.67,1,2,250649,14.5,Hamalainen,2,0
757,"Carlsson, Mr. August Sigfrid",1,28.0,0,3,350042,7.7958,Carlsson,2,2
758,"Bailey, Mr. Percy Andrew",1,18.0,0,2,29108,11.5,Bailey,1,2
759,"Theobald, Mr. Thomas Leonard",1,34.0,0,3,363294,8.05,Theobald,1,2
760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",0,33.0,1,1,110152,86.5,Rothes,1,4
761,"Garfirth, Mr. John",1,29.69911764705882,0,3,358585,14.5,Garfirth,1,2
762,"Nirva, Mr. Iisakki Antino Aijo",1,41.0,0,3,SOTON/O2 3101272,7.125,Nirva,1,2
763,"Barah, Mr. Hanna Assi",1,20.0,1,3,2663,7.2292,Barah,1,2
764,"Carter, Mrs. William Ernest (Lucile Polk)",0,36.0,1,1,113760,120.0,Carter,3,3
765,"Eklund, Mr. Hans Linus",1,16.0,0,3,347074,7.775,Eklund,1,2
766,"Hogeboom, Mrs. John C (Anna Andrews)",0,51.0,1,1,13502,77.9583,Hogeboom,1,3
767,"Brewe, Dr. Arthur Jackson",1,29.69911764705882,0,1,112379,39.6,Brewe,1,4
768,"Mangan, Miss. Mary",0,30.5,0,3,364850,7.75,Mangan,1,1
769,"Moran, Mr. Daniel J",1,29.69911764705882,0,3,371110,24.15,Moran,3,2
770,"Gronnestad, Mr. Daniel Danielsen",1,32.0,0,3,8471,8.3625,Gronnestad,1,2
771,"Lievens, Mr. Rene Aime",1,24.0,0,3,345781,9.5,Lievens,1,2
772,"Jensen, Mr. Niels Peder",1,48.0,0,3,350047,7.8542,Jensen,3,2
773,"Mack, Mrs. (Mary)",0,57.0,0,2,S.O./P.P. 3,10.5,Mack,1,3
774,"Elias, Mr. Dibo",1,29.69911764705882,0,3,2674,7.225,Elias,3,2
775,"Hocking, Mrs. Elizabeth (Eliza Needs)",0,54.0,1,2,29105,23.0,Hocking,2,3
776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",1,18.0,0,3,347078,7.75,Myhrman,1,2
777,"Tobin, Mr. Roger",1,29.69911764705882,0,3,383121,7.75,Tobin,1,2
778,"Emanuel, Miss. Virginia Ethel",0,5.0,1,3,364516,12.475,Emanuel,1,1
779,"Kilgannon, Mr. Thomas J",1,29.69911764705882,0,3,36865,7.7375,Kilgannon,1,2
780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",0,43.0,1,1,24160,211.3375,Robert,1,3
781,"Ayoub, Miss. Banoura",0,13.0,1,3,2687,7.2292,Ayoub,1,1
782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",0,17.0,1,1,17474,57.0,Dick,2,3
783,"Long, Mr. Milton Clyde",1,29.0,0,1,113501,30.0,Long,1,2
784,"Johnston, Mr. Andrew G",1,29.69911764705882,0,3,W./C. 6607,23.45,Johnston,2,2
785,"Ali, Mr. William",1,25.0,0,3,SOTON/O.Q. 3101312,7.05,Ali,2,2
786,"Harmer, Mr. Abraham (David Lishin)",1,25.0,0,3,374887,7.25,Harmer,1,2
787,"Sjoblom, Miss. Anna Sofia",0,18.0,1,3,3101265,7.4958,Sjoblom,1,1
788,"Rice, Master. George Hugh",1,8.0,0,3,382652,29.125,Rice,3,0
789,"Dean, Master. Bertram Vere",1,1.0,1,3,C.A. 2315,20.575,Dean,2,0
790,"Guggenheim, Mr. Benjamin",1,46.0,0,1,PC 17593,79.2,Guggenheim,1,2
791,"Keane, Mr. Andrew ""Andy""",1,29.69911764705882,0,3,12460,7.75,Keane,2,2
792,"Gaskell, Mr. Alfred",1,16.0,0,2,239865,26.0,Gaskell,1,2
793,"Sage, Miss. Stella Anna",0,29.69911764705882,0,3,CA. 2343,69.55,Sage,3,1
794,"Hoyt, Mr. William Fisher",1,29.69911764705882,0,1,PC 17600,30.6958,Hoyt,3,2
795,"Dantcheff, Mr. Ristiu",1,25.0,0,3,349203,7.8958,Dantcheff,1,2
796,"Otter, Mr. Richard",1,39.0,0,2,28213,13.0,Otter,1,2
797,"Leader, Dr. Alice (Farnham)",0,49.0,1,1,17465,25.9292,Leader,1,4
798,"Osman, Mrs. Mara",0,31.0,1,3,349244,8.6833,Osman,1,3
799,"Ibrahim Shawah, Mr. Yousseff",1,30.0,0,3,2685,7.2292,Ibrahim Shawah,1,2
800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",0,30.0,0,3,345773,24.15,Van Impe,3,3
801,"Ponesell, Mr. Martin",1,34.0,0,2,250647,13.0,Ponesell,1,2
802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",0,31.0,1,2,C.A. 31921,26.25,Collyer,3,3
803,"Carter, Master. William Thornton II",1,11.0,1,1,113760,120.0,Carter,3,0
804,"Thomas, Master. Assad Alexander",1,0.42,1,3,2625,8.5167,Thomas,1,0
805,"Hedman, Mr. Oskar Arvid",1,27.0,1,3,347089,6.975,Hedman,1,2
806,"Johansson, Mr. Karl Johan",1,31.0,0,3,347063,7.775,Johansson,3,2
807,"Andrews, Mr. Thomas Jr",1,39.0,0,1,112050,0.0,Andrews,2,2
808,"Pettersson, Miss. Ellen Natalia",0,18.0,0,3,347087,7.775,Pettersson,1,1
809,"Meyer, Mr. August",1,39.0,0,2,248723,13.0,Meyer,3,2
810,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",0,33.0,1,1,113806,53.1,Chambers,2,3
811,"Alexander, Mr. William",1,26.0,0,3,3474,7.8875,Alexander,1,2
812,"Lester, Mr. James",1,39.0,0,3,A/4 48871,24.15,Lester,1,2
813,"Slemen, Mr. Richard James",1,35.0,0,2,28206,10.5,Slemen,1,2
814,"Andersson, Miss. Ebba Iris Alfrida",0,6.0,0,3,347082,31.275,Andersson,3,1
815,"Tomlin, Mr. Ernest Portage",1,30.5,0,3,364499,8.05,Tomlin,1,2
816,"Fry, Mr. Richard",1,29.69911764705882,0,1,112058,0.0,Fry,1,2
817,"Heininen, Miss. Wendla Maria",0,23.0,0,3,STON/O2. 3101290,7.925,Heininen,1,1
818,"Mallet, Mr. Albert",1,31.0,0,2,S.C./PARIS 2079,37.0042,Mallet,2,2
819,"Holm, Mr. John Fredrik Alexander",1,43.0,0,3,C 7075,6.45,Holm,1,2
820,"Skoog, Master. Karl Thorsten",1,10.0,0,3,347088,27.9,Skoog,3,0
821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",0,52.0,1,1,12749,93.5,Hays,2,3
822,"Lulic, Mr. Nikola",1,27.0,1,3,315098,8.6625,Lulic,1,2
823,"Reuchlin, Jonkheer. John George",1,38.0,0,1,19972,0.0,Reuchlin,1,4
824,"Moor, Mrs. (Beila)",0,27.0,1,3,392096,12.475,Moor,2,3
825,"Panula, Master. Urho Abraham",1,2.0,0,3,3101295,39.6875,Panula,3,0
826,"Flynn, Mr. John",1,29.69911764705882,0,3,368323,6.95,Flynn,3,2
827,"Lam, Mr. Len",1,29.69911764705882,0,3,1601,56.4958,Lam,2,2
828,"Mallet, Master. Andre",1,1.0,1,2,S.C./PARIS 2079,37.0042,Mallet,2,0
829,"McCormack, Mr. Thomas Joseph",1,29.69911764705882,1,3,367228,7.75,McCormack,1,2
830,"Stone, Mrs. George Nelson (Martha Evelyn)",0,62.0,1,1,113572,80.0,Stone,1,3
831,"Yasbeck, Mrs. Antoni (Selini Alexander)",0,15.0,1,3,2659,14.4542,Yasbeck,2,3
832,"Richards, Master. George Sibley",1,0.83,1,2,29106,18.75,Richards,3,0
833,"Saad, Mr. Amin",1,29.69911764705882,0,3,2671,7.2292,Saad,2,2
834,"Augustsson, Mr. Albert",1,23.0,0,3,347468,7.8542,Augustsson,1,2
835,"Allum, Mr. Owen George",1,18.0,0,3,2223,8.3,Allum,1,2
836,"Compton, Miss. Sara Rebecca",0,39.0,1,1,PC 17756,83.1583,Compton,1,1
837,"Pasic, Mr. Jakob",1,21.0,0,3,315097,8.6625,Pasic,1,2
838,"Sirota, Mr. Maurice",1,29.69911764705882,0,3,392092,8.05,Sirota,1,2
839,"Chip, Mr. Chang",1,32.0,1,3,1601,56.4958,Chip,1,2
840,"Marechal, Mr. Pierre",1,29.69911764705882,1,1,11774,29.7,Marechal,1,2
841,"Alhomaki, Mr. Ilmari Rudolf",1,20.0,0,3,SOTON/O2 3101287,7.925,Alhomaki,1,2
842,"Mudd, Mr. Thomas Charles",1,16.0,0,2,S.O./P.P. 3,10.5,Mudd,1,2
843,"Serepeca, Miss. Augusta",0,30.0,1,1,113798,31.0,Serepeca,1,1
844,"Lemberopolous, Mr. Peter L",1,34.5,0,3,2683,6.4375,Lemberopolous,1,2
845,"Culumovic, Mr. Jeso",1,17.0,0,3,315090,8.6625,Culumovic,1,2
